,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
281851,17585785,붕붕이커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150059300,화곡8동,1150010300,화곡동,1150010300104090043,1,대지,409,43.0,서울특별시 강서구 화곡동 409-43,115004145468,서울특별시 강서구 초록마을로32길,21,42.0,1150010300104090043012427,꿈같은세상,서울특별시 강서구 초록마을로32길 21-42,157889,7730.0,B,,,126.846141877158,37.5371609744202
281987,17584547,오지오커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107740002,1,대지,774,2.0,서울특별시 강서구 마곡동 774-2,115002005007,서울특별시 강서구 공항대로,213,,1150010500107740002000001,보타닉파크타워2,서울특별시 강서구 공항대로 213,157805,7802.0,,,,126.831352297552,37.5596855136799
282930,17586256,앤덴커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107730003,1,대지,773,3.0,서울특별시 강서구 마곡동 773-3,115002005007,서울특별시 강서구 공항대로,195,,1150010500107730003000001,힐스테이트에코동익,서울특별시 강서구 공항대로 195,157805,7801.0,상가,1,,126.829153484115,37.5598799748726
284104,17673853,토닥토닥타로,,Q,음식,Q12,커피점/카페,Q12A05,사주카페,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150064000,방화2동,1150010900,방화동,1150010900106120002,1,대지,612,2.0,서울특별시 강서구 방화동 612-2,115004145103,서울특별시 강서구 개화동로29길,49,,1150010900106120002000001,경동화인시티,서울특별시 강서구 개화동로29길 49,157853,7620.0,,,,126.809665361103,37.5640100313005
284924,17588110,메가엠지씨커피,방화사거리점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150063000,방화1동,1150010900,방화동,1150010900104500015,1,대지,450,15.0,서울특별시 강서구 방화동 450-15,115003115008,서울특별시 강서구 양천로,73,,1150010900104500015005103,멤브로메디컬센터,서울특별시 강서구 양천로 73,157849,7517.0,,1,,126.811808916427,37.5737176764985
285492,17613482,카페,똥개네보드,Q,음식,Q12,커피점/카페,Q12A04,보드게임카페,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150055000,화곡2동,1150010300,화곡동,1150010300108440004,1,대지,844,4.0,서울특별시 강서구 화곡동 844-4,115002005008,서울특별시 강서구 국회대로,201,,1150010300108440004023045,정순빌딩,서울특별시 강서구 국회대로 201,157904,7787.0,,2,,126.857282595211,37.5293041430882
285975,17585475,이웃집타타로,,Q,음식,Q12,커피점/카페,Q12A05,사주카페,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150051000,염창동,1150010100,염창동,1150010100102910000,1,대지,291,,서울특별시 강서구 염창동 291,115004145429,서울특별시 강서구 양천로75길,60,,1150010100102910000027666,염창현대3차아파트,서울특별시 강서구 양천로75길 60,157865,7538.0,301,12,,126.876208075899,37.5520927878691
286151,17579372,카페맘,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010600,내발산동,1150010600107490000,1,대지,749,,서울특별시 강서구 내발산동 749,115004145382,서울특별시 강서구 수명로2길,105,,1150010600107490000128155,마곡수명산파크5단지아파트,서울특별시 강서구 수명로2길 105,157937,7635.0,519,,,126.826724872775,37.5509086237359
286154,17613310,반달커피서울,마곡점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010500,마곡동,1150010500107990003,1,대지,799,3.0,서울특별시 강서구 마곡동 799-3,115002005007,서울특별시 강서구 공항대로,194,,1150010500107990003000001,문영퀸즈파크12차,서울특별시 강서구 공항대로 194,157210,7631.0,,1,,126.829020608118,37.5589686158364
286402,17586345,카페알린,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010600,내발산동,1150010600107000000,1,대지,700,,서울특별시 강서구 내발산동 700,115004145058,서울특별시 강서구 강서로47길,19,,1150010600107000000009017,발산시장,서울특별시 강서구 강서로47길 19,157833,7639.0,,1,,126.835074800586,37.5524960280604
286600,17591833,커피이레,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150064100,방화3동,1150010900,방화동,1150010900108290002,1,대지,829,2.0,서울특별시 강서구 방화동 829-2,115003115002,서울특별시 강서구 금낭화로,287,10.0,1150010900108290002000506,강서농협하나로마트,서울특별시 강서구 금낭화로 287-10,157857,7510.0,,1,,126.811839764611,37.5767634585475
287256,17713632,카페동네,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150054000,화곡1동,1150010300,화곡동,1150010300103720019,1,대지,372,19.0,서울특별시 강서구 화곡동 372-19,115004145451,서울특별시 강서구 월정로32길,35,,1150010300103720019014650,,서울특별시 강서구 월정로32길 35,157884,7761.0,,1,,126.837239336956,37.5355508983539
287337,17701576,씨엘로커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150062000,공항동,1150010800,공항동,1150010800113550018,1,대지,1355,18.0,서울특별시 강서구 공항동 1355-18,115004145353,서울특별시 강서구 방화대로6길,9,,1150010800113550018000001,윤근빌딩,서울특별시 강서구 방화대로6길 9,157816,7645.0,,1,,126.817187060624,37.5550483035948
287503,17699198,메가엠지씨커피,화곡남부시장점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150055000,화곡2동,1150010300,화곡동,1150010300108360003,1,대지,836,3.0,서울특별시 강서구 화곡동 836-3,115004145151,서울특별시 강서구 곰달래로49길,11,,1150010300108360003029022,,서울특별시 강서구 곰달래로49길 11,157901,7749.0,,1,,126.857555087723,37.5322081200891
287593,17500620,반달커피서울,화곡점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150055000,화곡2동,1150010300,화곡동,1150010300108590010,1,대지,859,10.0,서울특별시 강서구 화곡동 859-10,115003005063,서울특별시 강서구 곰달래로,189,,1150010300108590010023314,행복타운,서울특별시 강서구 곰달래로 189,157904,7750.0,,,,126.854050103257,37.5313091639129
287617,17690381,매머드익스프레스우장산,롯데캐슬점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150059100,화곡6동,1150010300,화곡동,1150010300111450000,1,대지,1145,,서울특별시 강서구 화곡동 1145,115002005007,서울특별시 강서구 공항대로,382,,1150010300111450000014669,우장산롯데캐슬아파트,서울특별시 강서구 공항대로 382,157734,7648.0,,1,,126.849535128786,37.5563861159498
288184,17767881,식스프레소,서울강서점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500104220000,1,대지,422,,서울특별시 강서구 마곡동 422,115004145404,서울특별시 강서구 양천로30길,123,9.0,1150010500104220000010218,신안아파트,서울특별시 강서구 양천로30길 123-9,157803,7595.0,101,8,,126.823902120735,37.5677748603626
288451,17765255,드롭탑,마곡파인스퀘어점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010500,마곡동,1150010500107990011,1,대지,799,11.0,서울특별시 강서구 마곡동 799-11,115003155053,서울특별시 강서구 마곡중앙4로,22,,1150010500107990011000001,파인스퀘어,서울특별시 강서구 마곡중앙4로 22,157210,7631.0,,1,,126.829269250567,37.5582682775687
288761,17712652,어썸밀,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150064000,방화2동,1150010900,방화동,1150010900106480054,1,대지,648,54.0,서울특별시 강서구 방화동 648-54,115004145098,서울특별시 강서구 개화동로23길,27,,1150010900106480054002808,,서울특별시 강서구 개화동로23길 27,157853,7612.0,,1,,126.807209975484,37.5667964559161
290095,17525490,커피사피엔스마곡이너매스,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107710004,1,대지,771,4.0,서울특별시 강서구 마곡동 771-4,115003155054,서울특별시 강서구 마곡중앙6로,21,,1150010500107710004000001,이너매스마곡Ⅰ,서울특별시 강서구 마곡중앙6로 21,157805,7801.0,,1,,126.829602811066,37.560821502214
290128,17754286,우리애견샵,,Q,음식,Q12,커피점/카페,Q12A07,애견카페,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150059300,화곡8동,1150010300,화곡동,1150010300103420057,1,대지,342,57.0,서울특별시 강서구 화곡동 342-57,115003115001,서울특별시 강서구 강서로,36,,1150010300103420057011983,,서울특별시 강서구 강서로 36,157880,7760.0,,1,,126.847376873411,37.5311721353226
290704,17783573,설래임엔씨,강서점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150053500,등촌3동,1150010200,등촌동,1150010200106890000,1,대지,689,,서울특별시 강서구 등촌동 689,115004145069,서울특별시 강서구 강서로56길,17,,1150010200106890000000001,NC강서점,서울특별시 강서구 강서로56길 17,157930,7584.0,,9,,126.840482624445,37.5599197053739
290873,17767540,론이네무인애완용품할인점,,Q,음식,Q12,커피점/카페,Q12A07,애견카페,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150054000,화곡1동,1150010300,화곡동,1150010300103590054,1,대지,359,54.0,서울특별시 강서구 화곡동 359-54,115004145005,서울특별시 강서구 가로공원로76길,100,,1150010300103590054024919,,서울특별시 강서구 가로공원로76길 100,157883,7766.0,,1,,126.838820655599,37.5328092903764
290889,17776500,어썸즈,양천향교점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107760002,1,대지,776,2.0,서울특별시 강서구 마곡동 776-2,115003115008,서울특별시 강서구 양천로,344,,1150010500107760002000001,마곡센트럴대방디엠시티오피스텔,서울특별시 강서구 양천로 344,157805,7791.0,,,,126.840342131832,37.5682528631838
291146,17761456,오우야에스프레소바마곡,나루점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107580002,1,대지,758,2.0,서울특별시 강서구 마곡동 758-2,115003155045,서울특별시 강서구 마곡중앙로,161,22.0,1150010500107580002000001,마곡일성트루엘플래닛,서울특별시 강서구 마곡중앙로 161-22,157805,7788.0,,1,,126.825767731184,37.5686313893951
291835,17698901,메가엠지씨커피이대서울병원,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010600,내발산동,1150010600106540004,1,대지,654,4.0,서울특별시 강서구 내발산동 654-4,115003115001,서울특별시 강서구 강서로,349,,1150010600106540004008469,,서울특별시 강서구 강서로 349,157834,7632.0,,1,,126.837404985321,37.5569430645202
292191,17717547,차눙,등촌본점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150052000,등촌1동,1150010200,등촌동,1150010200106300007,1,대지,630,7.0,서울특별시 강서구 등촌동 630-7,115004145550,서울특별시 강서구 화곡로68길,91,,1150010200106300007029597,,서울특별시 강서구 화곡로68길 91,157839,7550.0,,,,126.859080605524,37.5575780069779
292468,17716888,웰시커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150054000,화곡1동,1150010300,화곡동,1150010300103580008,1,대지,358,8.0,서울특별시 강서구 화곡동 358-8,115004145022,서울특별시 강서구 강서로17길,121,,1150010300103580008029629,,서울특별시 강서구 강서로17길 121,157883,7766.0,,1,,126.839080426065,37.5321090366307
293568,17852448,커피브레이크,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150059300,화곡8동,1150010300,화곡동,1150010300101580019,1,대지,158,19.0,서울특별시 강서구 화곡동 158-19,115004145132,서울특별시 강서구 곰달래로31길,37,,1150010300101580019011247,삼협필하우스,서울특별시 강서구 곰달래로31길 37,157876,7754.0,1,1,,126.851112281717,37.5325330597874
293656,17860305,메가엠지씨커피가양초점,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060500,가양3동,1150010400,가양동,1150010400114880000,1,대지,1488,,서울특별시 강서구 가양동 1488,115003115013,서울특별시 강서구 허준로,198,,1150010400114880000009508,가양프라자,서울특별시 강서구 허준로 198,157810,7532.0,,,,126.860246241613,37.5613015233134
293782,17885406,브라이트,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150054000,화곡1동,1150010300,화곡동,1150010300103530091,1,대지,353,91.0,서울특별시 강서구 화곡동 353-91,115004145022,서울특별시 강서구 강서로17길,42,,1150010300103530091013859,,서울특별시 강서구 강서로17길 42,157882,7769.0,,1,,126.843415116088,37.5327552650212
293849,17847728,메가엠지씨커피마곡역점,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010500,마곡동,1150010500107990002,1,대지,799,2.0,서울특별시 강서구 마곡동 799-2,115002005007,서울특별시 강서구 공항대로,190,,1150010500107990002000001,푸리마타워,서울특별시 강서구 공항대로 190,157210,7631.0,,1,,126.828623542064,37.559027749015
294026,17856559,써니커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150052000,등촌1동,1150010200,등촌동,1150010200106280009,1,대지,628,9.0,서울특별시 강서구 등촌동 628-9,115003005069,서울특별시 강서구 화곡로,416,,1150010200106280009027121,가양역더스카이밸리5차지식산업센터,서울특별시 강서구 화곡로 416,157838,7548.0,,,,126.855411646357,37.5599212215972
294293,17900215,카페커디,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107970001,1,대지,797,1.0,서울특별시 강서구 마곡동 797-1,115002005007,서울특별시 강서구 공항대로,247,,1150010500107970001000001,퀸즈파크나인,서울특별시 강서구 공항대로 247,157805,7803.0,A,1,,126.834809772822,37.5593412549157
294318,17892832,텐퍼센트커피마곡리더스퀘어점,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107720005,1,대지,772,5.0,서울특별시 강서구 마곡동 772-5,115003155054,서울특별시 강서구 마곡중앙6로,45,,1150010500107720005000001,리더스퀘어마곡,서울특별시 강서구 마곡중앙6로 45,157805,7802.0,,1,,126.832707276538,37.5606179703113
294416,17897777,더벤티,강서구청사거리점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150052000,등촌1동,1150010200,등촌동,1150010200106560000,1,대지,656,,서울특별시 강서구 등촌동 656,115004145547,서울특별시 강서구 화곡로64길,2,,1150010200106560000029590,경동미르웰한올림,서울특별시 강서구 화곡로64길 2,157842,7572.0,,,,126.853550597273,37.5572811579731
294552,17898814,잉스커피&쿡의시대,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150064000,방화2동,1150010900,방화동,1150010900108490000,1,대지,849,,서울특별시 강서구 방화동 849,115003115008,서울특별시 강서구 양천로,28,,1150010900108490000002832,벽산에어트리움,서울특별시 강서구 양천로 28,157850,7601.0,101,1,,126.806896679784,37.5722445063632
294629,17861062,샵힘이나는커피생활,발산역점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107940001,1,대지,794,1.0,서울특별시 강서구 마곡동 794-1,115003115001,서울특별시 강서구 강서로,385,,1150010500107940001000001,우성에스비타워,서울특별시 강서구 강서로 385,157805,7803.0,,1,,126.838284382893,37.5600783011571
295000,17899294,카페오니,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150056000,화곡3동,1150010300,화곡동,1150010300110140026,1,대지,1014,26.0,서울특별시 강서구 화곡동 1014-26,115004145051,서울특별시 강서구 강서로45가길,54,,1150010300110140026021127,청솔빌딩,서울특별시 강서구 강서로45가길 54,157918,7705.0,,1,,126.8356366041,37.5454825232143
295202,17856524,빽다방,마곡역류마타워점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010500,마곡동,1150010500107980002,1,대지,798,2.0,서울특별시 강서구 마곡동 798-2,115002005007,서울특별시 강서구 공항대로,164,,1150010500107980002000001,류마타워,서울특별시 강서구 공항대로 164,157210,7807.0,,1,,126.825495228538,37.5593120294272
295414,17859701,카페,아에화곡점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150054000,화곡1동,1150010300,화곡동,1150010300108990004,1,대지,899,4.0,서울특별시 강서구 화곡동 899-4,115004145124,서울특별시 강서구 곰달래로24길,12,,1150010300108990004024817,동양하우징,서울특별시 강서구 곰달래로24길 12,157909,7777.0,1,1,,126.846783758896,37.5300130179027
295763,17846199,에스엠커피숍,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060400,가양2동,1150010400,가양동,1150010400114790007,1,대지,1479,7.0,서울특별시 강서구 가양동 1479-7,115004145413,서울특별시 강서구 양천로57길,9,14.0,1150010400114790007009631,가양제일프라자,서울특별시 강서구 양천로57길 9-14,157807,7527.0,,1,,126.851446780818,37.5638292372285
295801,17850686,메가엠지씨커피,강서등촌점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150051000,염창동,1150010100,염창동,1150010100102730008,1,대지,273,8.0,서울특별시 강서구 염창동 273-8,115004145210,서울특별시 강서구 공항대로61길,22,,1150010100102730008000001,,서울특별시 강서구 공항대로61길 22,157863,7562.0,,1,,126.865877700282,37.5519399477817
296234,17846301,카페,블레싱,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150063000,방화1동,1150010900,방화동,1150010900102600005,1,대지,260,5.0,서울특별시 강서구 방화동 260-5,115004145399,서울특별시 강서구 양천로24길,70,,1150010900102600005003874,방화미라클,서울특별시 강서구 양천로24길 70,157847,7604.0,,1,,126.815170643706,37.5701743863041
296292,17850690,카페게이트,강서한강자이점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010400,가양동,1150010400114980000,1,대지,1498,,서울특별시 강서구 가양동 1498,115003115008,서울특별시 강서구 양천로,401,,1150010400100520007000001,강서한강자이타워,서울특별시 강서구 양천로 401,157201,7528.0,A,,,126.847626185028,37.5656931816477
296428,17812059,에어리가든,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150059300,화곡8동,1150010300,화곡동,1150010300103420045,1,대지,342,45.0,서울특별시 강서구 화곡동 342-45,115004145125,서울특별시 강서구 곰달래로25길,5,,1150010300103420045011995,,서울특별시 강서구 곰달래로25길 5,157880,7760.0,,1,,126.848986143734,37.5309986139696
296656,17867552,커피바리아르,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150059100,화곡6동,1150010300,화곡동,1150010300109800013,1,대지,980,13.0,서울특별시 강서구 화곡동 980-13,115004145534,서울특별시 강서구 화곡로52길,33,,1150010300109800013015413,,서울특별시 강서구 화곡로52길 33,157915,7663.0,,1,,126.850327977739,37.5497171805501
296846,17861040,칸데레커피화곡점,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150059100,화곡6동,1150010300,화곡동,1150010300111230038,1,대지,1123,38.0,서울특별시 강서구 화곡동 1123-38,115003115003,서울특별시 강서구 까치산로,154,,1150010300111230038015284,,서울특별시 강서구 까치산로 154,157928,7656.0,,1,,126.85253857003,37.5509460705425
296892,17909883,카페65,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150062000,공항동,1150010800,공항동,1150010800100520011,1,대지,52,11.0,서울특별시 강서구 공항동 52-11,115003115006,서울특별시 강서구 송정로,65,,1150010800100520011006087,,서울특별시 강서구 송정로 65,157812,7622.0,,2,,126.809686453037,37.5605502933398
297062,17905146,펫라이프,,Q,음식,Q12,커피점/카페,Q12A07,애견카페,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150053500,등촌3동,1150010200,등촌동,1150010200107040000,1,대지,704,,서울특별시 강서구 등촌동 704,115004145545,서울특별시 강서구 화곡로63가길,92,,1150010200107040000024997,등촌9단지주공아파트,서울특별시 강서구 화곡로63가길 92,157769,7577.0,902,,,126.850261022986,37.5621778166843
297164,17911733,텐퍼센트스페셜티커피,화곡역점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150054000,화곡1동,1150010300,화곡동,1150010300110750012,1,대지,1075,12.0,서울특별시 강서구 화곡동 1075-12,115003115001,서울특별시 강서구 강서로,161,,1150010300110750012000001,,서울특별시 강서구 강서로 161,157925,7715.0,,1,,126.840536143844,37.5411246800341
297225,17909945,아이캔커피,마곡점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150053500,등촌3동,1150010200,등촌동,1150010200106710005,1,대지,671,5.0,서울특별시 강서구 등촌동 671-5,115004145069,서울특별시 강서구 강서로56길,56,,1150010200106710005025093,메종드남광,서울특별시 강서구 강서로56길 56,157930,7591.0,,1,,126.841818256906,37.5591849592735
298275,17915976,커피에꽃을담다,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500108120000,1,대지,812,,서울특별시 강서구 마곡동 812,115003155046,서울특별시 강서구 마곡동로,161,,1150010500108120000000001,서울식물원,서울특별시 강서구 마곡동로 161,157805,7789.0,,1,,126.832899556225,37.5722341498922
298317,17918042,슬로프커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150052000,등촌1동,1150010200,등촌동,1150010200106310017,1,대지,631,17.0,서울특별시 강서구 등촌동 631-17,115004145550,서울특별시 강서구 화곡로68길,149,,1150010200106310017027240,DONGNAMII,서울특별시 강서구 화곡로68길 149,157839,7551.0,,1,,126.86180784937,37.5561176248396
298577,17453205,요거베리,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010500,마곡동,1150010500107990006,1,대지,799,6.0,서울특별시 강서구 마곡동 799-6,115003155052,서울특별시 강서구 마곡중앙2로,5,,1150010500107990006000001,,서울특별시 강서구 마곡중앙2로 5,157210,7631.0,,1,,126.827432601015,37.5584662977951
298660,17913564,테이퍼드커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150052000,등촌1동,1150010200,등촌동,1150010200106280018,1,대지,628,18.0,서울특별시 강서구 등촌동 628-18,115004145550,서울특별시 강서구 화곡로68길,47,,1150010200106280020027412,트라비하우스,서울특별시 강서구 화곡로68길 47,157838,7548.0,,1,,126.85677555143,37.5588081453723
298927,17916582,언더바커피로스터리,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150052000,등촌1동,1150010200,등촌동,1150010200106340002,1,대지,634,2.0,서울특별시 강서구 등촌동 634-2,115004145206,서울특별시 강서구 공항대로59길,64,,1150010200106340002027270,한사랑2차삼성아파트,서울특별시 강서구 공항대로59길 64,157839,7552.0,상가1,,,126.864173558528,37.554608649363
298989,17867542,빽다방,마곡역로뎀타워점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010500,마곡동,1150010500107990001,1,대지,799,1.0,서울특별시 강서구 마곡동 799-1,115002005007,서울특별시 강서구 공항대로,186,,1150010500107280194000001,로뎀타워,서울특별시 강서구 공항대로 186,157210,7631.0,,1,,126.827977511296,37.5590844095458
299131,17868294,감성커피,방화역점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150064100,방화3동,1150010900,방화동,1150010900108300003,1,대지,830,3.0,서울특별시 강서구 방화동 830-3,115004145340,서울특별시 강서구 방화대로47가길,7,,1150010900108300003000535,방화샤르망1오피스텔,서울특별시 강서구 방화대로47가길 7,157857,7511.0,,1,,126.812987004471,37.5765227132468
299223,17852160,카페샤르,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107590001,1,대지,759,1.0,서울특별시 강서구 마곡동 759-1,115003155047,서울특별시 강서구 마곡서로,152,,1150010500107590001000001,두산더랜드타워,서울특별시 강서구 마곡서로 152,157805,7788.0,A,1,,126.825623141642,37.5677469423824
