,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
248371,17154762,마카롱드쌤,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150057000,화곡4동,1150010300,화곡동,1150010300108400013,1,대지,840,13.0,서울특별시 강서구 화곡동 840-13,115003005063,서울특별시 강서구 곰달래로,228,,1150010300108400013020327,,서울특별시 강서구 곰달래로 228,157903,7784.0,,1,,126.858220695865,37.5315928418191
248499,17090289,보통의일상,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060400,가양2동,1150010400,가양동,1150010400114790007,1,대지,1479,7.0,서울특별시 강서구 가양동 1479-7,115004145413,서울특별시 강서구 양천로57길,9,14.0,1150010400114790007009631,가양제일프라자,서울특별시 강서구 양천로57길 9-14,157807,7527.0,,1,,126.851446780818,37.5638292372285
248680,17159324,더벤티,양천향교역점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107760000,1,대지,776,,서울특별시 강서구 마곡동 776,115004145568,서울특별시 강서구 마곡동로10길,23,,1150010500107760000000001,마곡파크뷰대방디엠시티오피스텔,서울특별시 강서구 마곡동로10길 23,157805,7791.0,,1,,126.839341396043,37.5685493785931
248724,17098663,빽다방,화곡역점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150056000,화곡3동,1150010300,화곡동,1150010300110650001,1,대지,1065,1.0,서울특별시 강서구 화곡동 1065-1,115004145505,서울특별시 강서구 화곡로25길,2,,1150010300110650001021999,,서울특별시 강서구 화곡로25길 2,157924,7714.0,,,,126.838484138521,37.5413748231096
248748,17090257,coffeeB커피비,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107740001,1,대지,774,1.0,서울특별시 강서구 마곡동 774-1,115002005007,서울특별시 강서구 공항대로,209,,1150010500100000000000006,,서울특별시 강서구 공항대로 209,157805,7802.0,,1,,126.830876012679,37.5597438702145
248761,17085409,방화동커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150063000,방화1동,1150010900,방화동,1150010900102860020,1,대지,286,20.0,서울특별시 강서구 방화동 286-20,115003115008,서울특별시 강서구 양천로,97,,1150010900102860020003527,강서신협,서울특별시 강서구 양천로 97,157847,7517.0,,4,,126.81474331715,37.5735669713908
248975,17154176,르돌치1946,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010500,마곡동,1150010500108000003,1,대지,800,3.0,서울특별시 강서구 마곡동 800-3,115002005007,서울특별시 강서구 공항대로,220,,1150010500107280134000001,우성에스비타워Ⅱ,서울특별시 강서구 공항대로 220,157210,7806.0,,1,,126.831752677974,37.5586893317658
249003,17100659,와밀,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107760000,1,대지,776,,서울특별시 강서구 마곡동 776,115004145568,서울특별시 강서구 마곡동로10길,23,,1150010500107760000000001,마곡파크뷰대방디엠시티오피스텔,서울특별시 강서구 마곡동로10길 23,157805,7791.0,,1,,126.839341396043,37.5685493785931
249023,17094158,쉼표커피,화곡점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150054000,화곡1동,1150010300,화곡동,1150010300104000066,1,대지,400,66.0,서울특별시 강서구 화곡동 400-66,115004145504,서울특별시 강서구 화곡로24길,53,,1150010300104000066013122,,서울특별시 강서구 화곡로24길 53,157887,7720.0,,1,,126.83937332211,37.5387615558594
249052,17082722,카페리턴,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010500,마곡동,1150010500107990004,1,대지,799,4.0,서울특별시 강서구 마곡동 799-4,115002005007,서울특별시 강서구 공항대로,200,,1150010500107990004000001,마곡지웰타워,서울특별시 강서구 공항대로 200,157210,7631.0,,,,126.829450918454,37.5589548624832
249122,23397186,까소엔더카페,더카페,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150062000,공항동,1150010800,공항동,1150010800113620000,1,대지,1362,,서울특별시 강서구 공항동 1362,115004145352,서울특별시 강서구 방화대로6가길,1,,1150010800113620000000001,,서울특별시 강서구 방화대로6가길 1,157816,7645.0,,1,,126.817066146105,37.5548218345291
249282,17102813,카페,오솔식물,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150053500,등촌3동,1150010200,등촌동,1150010200106720005,1,대지,672,5.0,서울특별시 강서구 등촌동 672-5,115002005007,서울특별시 강서구 공항대로,303,,1150010200106740007025266,,서울특별시 강서구 공항대로 303,157930,7591.0,,1,,126.840322089646,37.5593234476058
249305,17096074,메가커피등촌,성당점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150053500,등촌3동,1150010200,등촌동,1150010200106960001,1,대지,696,1.0,서울특별시 강서구 등촌동 696-1,115004145183,서울특별시 강서구 공항대로41길,43,,1150010200106960001025317,새한프라자,서울특별시 강서구 공항대로41길 43,157930,7586.0,,1,,126.845519686208,37.5598969868928
249593,17093905,홍스커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150059100,화곡6동,1150010300,화곡동,1150010300109570023,1,대지,957,23.0,서울특별시 강서구 화곡동 957-23,115003115003,서울특별시 강서구 까치산로,142,,1150010300109570023015785,,서울특별시 강서구 까치산로 142,157912,7660.0,,1,,126.851863808356,37.5499303527406
249626,14159225,베러베스트,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107730003,1,대지,773,3.0,서울특별시 강서구 마곡동 773-3,115002005007,서울특별시 강서구 공항대로,195,,1150010500107730003000001,힐스테이트에코동익,서울특별시 강서구 공항대로 195,157805,7801.0,,1,,126.829153484115,37.5598799748726
249655,17173878,무드오더,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150057000,화곡4동,1150010300,화곡동,1150010300107880001,1,대지,788,1.0,서울특별시 강서구 화곡동 788-1,115004145160,서울특별시 강서구 곰달래로56길,19,,1150010300107880001020438,,서울특별시 강서구 곰달래로56길 19,157897,7785.0,,1,,126.860921023562,37.5310963177983
249772,17142387,메가엠지씨커피,목동사거리점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150057000,화곡4동,1150010300,화곡동,1150010300107810013,1,대지,781,13.0,서울특별시 강서구 화곡동 781-13,115003005063,서울특별시 강서구 곰달래로,272,,1150010300107810013020093,,서울특별시 강서구 곰달래로 272,157897,7786.0,,1,,126.863156203089,37.5321720709016
250059,17141454,봄날,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010400,가양동,1150010400100540006,1,대지,54,6.0,서울특별시 강서구 가양동 54-6,115003115008,서울특별시 강서구 양천로,400,12.0,1150010400100540006029259,더리브골드타워,서울특별시 강서구 양천로 400-12,157801,7573.0,,1,,126.84574170246,37.565314358683
250120,17100249,빌리엔젤,마곡역점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010500,마곡동,1150010500107990005,1,대지,799,5.0,서울특별시 강서구 마곡동 799-5,115003155045,서울특별시 강서구 마곡중앙로,56,,1150010500107990005000001,마곡사이언스타워2,서울특별시 강서구 마곡중앙로 56,157210,7631.0,,2,,126.827137102246,37.5585444553216
250129,17095742,오버도즈,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150052000,등촌1동,1150010200,등촌동,1150010200106380003,1,대지,638,3.0,서울특별시 강서구 등촌동 638-3,115004145550,서울특별시 강서구 화곡로68길,82,,1150010200106380003000001,강서아이티밸리,서울특별시 강서구 화곡로68길 82,157840,7566.0,,1,,126.858289141717,37.557525304154
250358,17106759,알리바바,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150053500,등촌3동,1150010200,등촌동,1150010200106800003,1,대지,680,3.0,서울특별시 강서구 등촌동 680-3,115003115001,서울특별시 강서구 강서로,416,,1150010200106800003025096,호서프라자빌딩,서울특별시 강서구 강서로 416,157930,7583.0,,,,126.840046172634,37.5625193990028
250367,17104287,카페,드테니스,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150063000,방화1동,1150010900,방화동,1150010900108930000,1,대지,893,,서울특별시 강서구 방화동 893,115004145336,서울특별시 강서구 방화대로41길,6,,1150010900102700001005110,강서센트레빌3차,서울특별시 강서구 방화대로41길 6,157221,7605.0,101,1,,126.816015615975,37.5718587763827
250378,17099995,오슬로우,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107720005,1,대지,772,5.0,서울특별시 강서구 마곡동 772-5,115003155054,서울특별시 강서구 마곡중앙6로,45,,1150010500107720005000001,리더스퀘어마곡,서울특별시 강서구 마곡중앙6로 45,157805,7802.0,,1,,126.832707276538,37.5606179703113
250385,17095469,벌툰,까치산역점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150054000,화곡1동,1150010300,화곡동,1150010300103430052,1,대지,343,52.0,서울특별시 강서구 화곡동 343-52,115003115001,서울특별시 강서구 강서로,43,,1150010300103430052024807,도양라비앙타워,서울특별시 강서구 강서로 43,157881,7774.0,,2,,126.846534205345,37.5315243220149
250406,17084493,구스비어,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010500,마곡동,1150010500107980008,1,대지,798,8.0,서울특별시 강서구 마곡동 798-8,115003155045,서울특별시 강서구 마곡중앙로,59,11.0,1150010500107980008000001,엠비즈타워,서울특별시 강서구 마곡중앙로 59-11,157210,7807.0,,,,126.825264652876,37.5588592200378
250491,17158513,돌체테이블,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107840009,1,대지,784,9.0,서울특별시 강서구 마곡동 784-9,115003115001,서울특별시 강서구 강서로,433,,1150010500107840009000001,마곡오드카운티2차,서울특별시 강서구 강서로 433,157805,7792.0,,1,,126.839643642558,37.5643895880573
250623,17097620,매머드익스프레스,화곡메가박스점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150054000,화곡1동,1150010300,화곡동,1150010300110730010,1,대지,1073,10.0,서울특별시 강서구 화곡동 1073-10,115003005069,서울특별시 강서구 화곡로,142,,1150010300110730010012777,메가박스,서울특별시 강서구 화곡로 142,157925,7715.0,,1,,126.837568986433,37.5405548865621
250643,17089348,디저트A,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150051000,염창동,1150010100,염창동,1150010100102660006,1,대지,266,6.0,서울특별시 강서구 염창동 266-6,115004145212,서울특별시 강서구 공항대로65가길,5,,1150010100102660006027807,,서울특별시 강서구 공항대로65가길 5,157863,7554.0,,1,,126.870954408636,37.5507541850794
250805,17154807,다정다감,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107720005,1,대지,772,5.0,서울특별시 강서구 마곡동 772-5,115003155054,서울특별시 강서구 마곡중앙6로,45,,1150010500107720005000001,리더스퀘어마곡,서울특별시 강서구 마곡중앙6로 45,157805,7802.0,,1,,126.832707276538,37.5606179703113
251520,17017088,바이엔,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150052000,등촌1동,1150010200,등촌동,1150010200106540013,1,대지,654,13.0,서울특별시 강서구 등촌동 654-13,115004145547,서울특별시 강서구 화곡로64길,82,,1150010200106540013029573,,서울특별시 강서구 화곡로64길 82,157842,7571.0,,1,,126.857366350874,37.5556962888751
251617,16987488,라니네,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150055000,화곡2동,1150010300,화곡동,1150010300104530002,1,대지,453,2.0,서울특별시 강서구 화곡동 453-2,115004145139,서울특별시 강서구 곰달래로33길,62,,1150010300104530002022433,,서울특별시 강서구 곰달래로33길 62,157892,7745.0,,1,,126.851943327935,37.5336764482719
